Name	Description
3300006950	assembled Ga0075524_100020425 Methyl coenzyme M reductase, alpha subunit
3300006950	assembled Ga0075524_100532841 Methyl coenzyme M reductase, alpha subunit
3300006950	assembled Ga0075524_100598621 Methyl coenzyme M reductase, alpha subunit
3300006636	assembled Ga0075525_100014076 Methyl coenzyme M reductase, alpha subunit
3300006949	assembled Ga0075528_100222611 Methyl coenzyme M reductase, alpha subunit
3300006619	assembled Ga0075529_10031581 Methyl coenzyme M reductase, alpha subunit
3300005723	assembled Ga0076816_100938534 Methyl coenzyme M reductase, alpha subunit
3300005723	assembled Ga0076816_100938941 Methyl coenzyme M reductase, alpha subunit
3300005723	assembled Ga0076816_104201301 Methyl coenzyme M reductase, alpha subunit
3300005730	assembled Ga0076946_1206471 Methyl coenzyme M reductase, alpha subunit
3300005645	assembled Ga0077109_10003761 Methyl coenzyme M reductase, alpha subunit
3300005645	assembled Ga0077109_10006149 Methyl coenzyme M reductase, alpha subunit
3300005645	assembled Ga0077109_10008589 Methyl coenzyme M reductase, alpha subunit
3300005745	assembled Ga0077123_1006663 Methyl coenzyme M reductase, alpha subunit
3300005749	assembled Ga0077562_1149632 Methyl coenzyme M reductase, alpha subunit
3300005823	assembled Ga0078745_10124582 Methyl coenzyme M reductase, alpha subunit
3300005820	assembled Ga0078747_1001003 Methyl coenzyme M reductase, alpha subunit
3300005573	assembled Ga0078972_100011284 Methyl coenzyme M reductase, alpha subunit
3300005573	assembled Ga0078972_1000747111 Methyl coenzyme M reductase, alpha subunit
3300005573	assembled Ga0078972_100176627 Methyl coenzyme M reductase, alpha subunit
3300005573	assembled Ga0078972_10022689 Methyl coenzyme M reductase, alpha subunit
3300005573	assembled Ga0078972_100248432 Methyl coenzyme M reductase, alpha subunit
3300005573	assembled Ga0078972_100433334 Methyl coenzyme M reductase, alpha subunit
3300005573	assembled Ga0078972_101124810 Methyl coenzyme M reductase, alpha subunit
3300005573	assembled Ga0078972_10112485 Methyl coenzyme M reductase, alpha subunit
3300006224	assembled Ga0079037_1001479712
3300006634	assembled Ga0079290_1005003 Methyl coenzyme M reductase, alpha subunit
3300006930	assembled Ga0079303_100186022 Methyl coenzyme M reductase, alpha subunit
3300007961	assembled Ga0079305_1000014264 methyl-coenzyme M reductase alpha subunit
3300007961	assembled Ga0079305_100009220 methyl-coenzyme M reductase alpha subunit
3300007961	assembled Ga0079305_100013499 methyl-coenzyme M reductase alpha subunit
3300007961	assembled Ga0079305_100032891 methyl-coenzyme M reductase alpha subunit
3300007961	assembled Ga0079305_100067411 methyl-coenzyme M reductase alpha subunit
3300005782	assembled Ga0079367_10632581 Methyl coenzyme M reductase, alpha subunit
3300005800	assembled Ga0079639_10012635 Methyl coenzyme M reductase, alpha subunit
3300005801	assembled Ga0079640_10015757 Methyl coenzyme M reductase, alpha subunit
3300005804	assembled Ga0079955_10009751 Methyl coenzyme M reductase, alpha subunit
3300005860	assembled Ga0080004_10982781 Methyl coenzyme M reductase, alpha subunit
3300005860	assembled Ga0080004_111372718 Methyl coenzyme M reductase, alpha subunit
3300005860	assembled Ga0080004_111372723 Methyl coenzyme M reductase, alpha subunit
3300005860	assembled Ga0080004_112079575 Methyl coenzyme M reductase, alpha subunit
3300005860	assembled Ga0080004_113416547 Methyl coenzyme M reductase, alpha subunit
3300005860	assembled Ga0080004_115895214 Methyl coenzyme M reductase, alpha subunit
3300005882	assembled Ga0080455_100073820 Methyl coenzyme M reductase, alpha subunit
3300005882	assembled Ga0080455_10048688 Methyl coenzyme M reductase, alpha subunit
3300005882	assembled Ga0080455_10125452 Methyl coenzyme M reductase, alpha subunit
3300005882	assembled Ga0080455_10138801 Methyl coenzyme M reductase, alpha subunit
3300006064	assembled Ga0081375_1051911 Methyl coenzyme M reductase, alpha subunit
3300006064	assembled Ga0081375_1067431 Methyl coenzyme M reductase, alpha subunit
3300006065	assembled Ga0081425_1202432 Methyl coenzyme M reductase, alpha subunit
3300006065	assembled Ga0081425_1360439 Methyl coenzyme M reductase, alpha subunit
3300006081	assembled Ga0081760_10008181 Methyl coenzyme M reductase, alpha subunit
3300006083	assembled Ga0081762_10162391 Methyl coenzyme M reductase, alpha subunit
3300006083	assembled Ga0081762_10460991 Methyl coenzyme M reductase, alpha subunit
3300006092	assembled Ga0082021_11864427 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_1000003189 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_1000010106 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_100003775 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_100006229 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_100028522 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_10014188 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_10024555 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_10028414 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_10040224 Methyl coenzyme M reductase, alpha subunit
3300006094	assembled Ga0082037_10046703 Methyl coenzyme M reductase, alpha subunit
3300006096	assembled Ga0082038_10017210 Methyl coenzyme M reductase, alpha subunit
3300006097	assembled Ga0082039_10000163 Methyl coenzyme M reductase, alpha subunit
3300006097	assembled Ga0082039_10099301 Methyl coenzyme M reductase, alpha subunit
3300006097	assembled Ga0082039_10128501 Methyl coenzyme M reductase, alpha subunit
3300006225	assembled Ga0082206_1008476 Methyl coenzyme M reductase, alpha subunit
3300006045	assembled Ga0082212_1000033150 Methyl coenzyme M reductase, alpha subunit
3300006045	assembled Ga0082212_1000068811 Methyl coenzyme M reductase, alpha subunit
3300006045	assembled Ga0082212_100016869 Methyl coenzyme M reductase, alpha subunit
3300006045	assembled Ga0082212_100339823 Methyl coenzyme M reductase, alpha subunit
3300006055	assembled Ga0097691_100123423 Methyl coenzyme M reductase, alpha subunit
3300006226	assembled Ga0099364_10000002447 Methyl coenzyme M reductase, alpha subunit
3300006226	assembled Ga0099364_1000682215 Methyl coenzyme M reductase, alpha subunit
3300006226	assembled Ga0099364_100150841 Methyl coenzyme M reductase, alpha subunit
3300006226	assembled Ga0099364_100675444 Methyl coenzyme M reductase, alpha subunit
3300006226	assembled Ga0099364_100794533 Methyl coenzyme M reductase, alpha subunit
3300006226	assembled Ga0099364_100836781 Methyl coenzyme M reductase, alpha subunit
3300006226	assembled Ga0099364_101721861 Methyl coenzyme M reductase, alpha subunit
3300006435	assembled Ga0099706_1009174 Methyl coenzyme M reductase, alpha subunit
3300006418	assembled Ga0099962_10640219 Methyl coenzyme M reductase, alpha subunit
3300006418	assembled Ga0099962_10640319 Methyl coenzyme M reductase, alpha subunit
3300006418	assembled Ga0099962_10640419 Methyl coenzyme M reductase, alpha subunit
3300006433	assembled Ga0100129_1015093 Methyl coenzyme M reductase, alpha subunit
3300006434	assembled Ga0100130_1032721 Methyl coenzyme M reductase, alpha subunit
3300006434	assembled Ga0100130_1054241 Methyl coenzyme M reductase, alpha subunit
3300006447	assembled Ga0100194_12221323 Methyl coenzyme M reductase, alpha subunit
3300006446	assembled Ga0100195_1157042 Methyl coenzyme M reductase, alpha subunit
3300006446	assembled Ga0100195_1157082 Methyl coenzyme M reductase, alpha subunit
3300006439	assembled Ga0100196_1002174 Methyl coenzyme M reductase, alpha subunit
3300006483	assembled Ga0100240_11429312 Methyl coenzyme M reductase, alpha subunit
3300006483	assembled Ga0100240_1142951 Methyl coenzyme M reductase, alpha subunit
3300006483	assembled Ga0100240_11509445 Methyl coenzyme M reductase, alpha subunit
3300006483	assembled Ga0100240_1175877 Methyl coenzyme M reductase, alpha subunit
3300006483	assembled Ga0100240_11758815 Methyl coenzyme M reductase, alpha subunit
3300006483	assembled Ga0100240_1187333 Methyl coenzyme M reductase, alpha subunit
3300006483	assembled Ga0100240_1187352 Methyl coenzyme M reductase, alpha subunit
3300006470	assembled Ga0100241_10847374 Methyl coenzyme M reductase, alpha subunit
3300006470	assembled Ga0100241_10857027 Methyl coenzyme M reductase, alpha subunit
3300006482	assembled Ga0100242_1144322 Methyl coenzyme M reductase, alpha subunit
3300006482	assembled Ga0100242_1144332 Methyl coenzyme M reductase, alpha subunit
3300006482	assembled Ga0100242_1144352 Methyl coenzyme M reductase, alpha subunit
3300006482	assembled Ga0100242_1144382 Methyl coenzyme M reductase, alpha subunit
3300006482	assembled Ga0100242_1144391 Methyl coenzyme M reductase, alpha subunit
3300006482	assembled Ga0100242_11467542 Methyl coenzyme M reductase, alpha subunit
3300006517	assembled Ga0100964_1019996 Methyl coenzyme M reductase, alpha subunit
3300006517	assembled Ga0100964_1073372 Methyl coenzyme M reductase, alpha subunit
3300006517	assembled Ga0100964_1099133 Methyl coenzyme M reductase, alpha subunit
3300006517	assembled Ga0100964_1174031 Methyl coenzyme M reductase, alpha subunit
3300006517	assembled Ga0100964_12057969 Methyl coenzyme M reductase, alpha subunit
3300006650	assembled Ga0101722_1043392 Methyl coenzyme M reductase, alpha subunit
3300006671	assembled Ga0101734_1072881 Methyl coenzyme M reductase, alpha subunit
3300006671	assembled Ga0101734_1087611 Methyl coenzyme M reductase, alpha subunit
3300006669	assembled Ga0101735_1002074 Methyl coenzyme M reductase, alpha subunit
3300006669	assembled Ga0101735_1081201 Methyl coenzyme M reductase, alpha subunit
3300006670	assembled Ga0101737_1036491 Methyl coenzyme M reductase, alpha subunit
3300006670	assembled Ga0101737_1041862 Methyl coenzyme M reductase, alpha subunit
3300006661	assembled Ga0101750_1025241 Methyl coenzyme M reductase, alpha subunit
3300006667	assembled Ga0101751_1046741 Methyl coenzyme M reductase, alpha subunit
3300006665	assembled Ga0101753_1038061 Methyl coenzyme M reductase, alpha subunit
3300006660	assembled Ga0101754_1041541 Methyl coenzyme M reductase, alpha subunit
3300006883	assembled Ga0102488_1003001 Methyl coenzyme M reductase, alpha subunit
3300006873	assembled Ga0102490_1008094 Methyl coenzyme M reductase, alpha subunit
3300006886	assembled Ga0102494_1002601 Methyl coenzyme M reductase, alpha subunit
3300006886	assembled Ga0102494_1013032 Methyl coenzyme M reductase, alpha subunit
3300006885	assembled Ga0102512_100022130 Methyl coenzyme M reductase, alpha subunit
3300006885	assembled Ga0102512_10004546 Methyl coenzyme M reductase, alpha subunit
3300006885	assembled Ga0102512_1058421 Methyl coenzyme M reductase, alpha subunit
3300006896	assembled Ga0102513_1041672 Methyl coenzyme M reductase, alpha subunit
3300006892	assembled Ga0102514_10003030 Methyl coenzyme M reductase, alpha subunit
3300006892	assembled Ga0102514_10016918 Methyl coenzyme M reductase, alpha subunit
3300006892	assembled Ga0102514_1017685 Methyl coenzyme M reductase, alpha subunit
3300006895	assembled Ga0102515_10004230 Methyl coenzyme M reductase, alpha subunit
3300006895	assembled Ga0102515_1007718 Methyl coenzyme M reductase, alpha subunit
3300006895	assembled Ga0102515_1012952 Methyl coenzyme M reductase, alpha subunit
3300006961	assembled Ga0102600_1009783 Methyl coenzyme M reductase, alpha subunit
3300007017	assembled Ga0102602_1007995 Methyl coenzyme M reductase, alpha subunit
3300007017	assembled Ga0102602_1040152 Methyl coenzyme M reductase, alpha subunit
3300007017	assembled Ga0102602_1048051 Methyl coenzyme M reductase, alpha subunit
3300007018	assembled Ga0102603_1051221 Methyl coenzyme M reductase, alpha subunit
3300006997	assembled Ga0102606_1003045 Methyl coenzyme M reductase, alpha subunit
3300006997	assembled Ga0102606_1030082 Methyl coenzyme M reductase, alpha subunit
3300007036	assembled Ga0102617_1007665 Methyl coenzyme M reductase, alpha subunit
3300009091	assembled Ga0102851_102007261 methyl-coenzyme M reductase alpha subunit
3300007635	assembled Ga0102925_100021510 methyl-coenzyme M reductase alpha subunit
3300007535	assembled Ga0102926_10001129 methyl-coenzyme M reductase alpha subunit
3300007723	assembled Ga0102928_10964761 methyl-coenzyme M reductase alpha subunit
3300007712	assembled Ga0102929_10224072 methyl-coenzyme M reductase alpha subunit
3300007984	assembled Ga0102931_10319812 methyl-coenzyme M reductase alpha subunit
3300007536	assembled Ga0102943_10214341 methyl-coenzyme M reductase alpha subunit
3300007533	assembled Ga0102944_10711571 methyl-coenzyme M reductase alpha subunit
3300007210	assembled Ga0103359_1132182 Methyl coenzyme M reductase, alpha subunit
3300007296	assembled Ga0104830_10003278 methyl-coenzyme M reductase alpha subunit
3300009146	assembled Ga0105091_100027571 methyl-coenzyme M reductase alpha subunit
3300009157	assembled Ga0105092_100838171 methyl-coenzyme M reductase alpha subunit
3300009153	assembled Ga0105094_100203072 methyl-coenzyme M reductase alpha subunit
3300009053	assembled Ga0105095_100037148 methyl-coenzyme M reductase alpha subunit
3300009169	assembled Ga0105097_100172865 methyl-coenzyme M reductase alpha subunit
3300009082	assembled Ga0105099_100291992 methyl-coenzyme M reductase alpha subunit
3300009082	assembled Ga0105099_101244141 methyl-coenzyme M reductase alpha subunit
3300009166	assembled Ga0105100_100162271 methyl-coenzyme M reductase alpha subunit
3300009166	assembled Ga0105100_100247345 methyl-coenzyme M reductase alpha subunit
3300009166	assembled Ga0105100_101493201 methyl-coenzyme M reductase alpha subunit
3300009171	assembled Ga0105101_100077635 methyl-coenzyme M reductase alpha subunit
3300009165	assembled Ga0105102_100560662 methyl-coenzyme M reductase alpha subunit
3300009085	assembled Ga0105103_1000090612 methyl-coenzyme M reductase alpha subunit
3300009085	assembled Ga0105103_1000246211 methyl-coenzyme M reductase alpha subunit
3300009085	assembled Ga0105103_100056427 methyl-coenzyme M reductase alpha subunit
3300009085	assembled Ga0105103_100108244 methyl-coenzyme M reductase alpha subunit
3300009085	assembled Ga0105103_100935862 methyl-coenzyme M reductase alpha subunit
3300009168	assembled Ga0105104_100875651 methyl-coenzyme M reductase alpha subunit
3300009168	assembled Ga0105104_101061331 methyl-coenzyme M reductase alpha subunit
3300009168	assembled Ga0105104_101500271 methyl-coenzyme M reductase alpha subunit
3300009087	assembled Ga0105107_100140735 methyl-coenzyme M reductase alpha subunit
3300009087	assembled Ga0105107_102637901 methyl-coenzyme M reductase alpha subunit
3300009039	assembled Ga0105152_100029366 methyl-coenzyme M reductase alpha subunit
3300009039	assembled Ga0105152_100072104 methyl-coenzyme M reductase alpha subunit
3300009039	assembled Ga0105152_100665431 methyl-coenzyme M reductase alpha subunit
3300009039	assembled Ga0105152_100767061 methyl-coenzyme M reductase alpha subunit
3300009591	assembled Ga0105155_10201152 methyl-coenzyme M reductase alpha subunit
3300008000	assembled Ga0105162_10011546 methyl-coenzyme M reductase alpha subunit
3300008000	assembled Ga0105162_10065323 methyl-coenzyme M reductase alpha subunit
3300007999	assembled Ga0105163_10007778 methyl-coenzyme M reductase alpha subunit
3300007999	assembled Ga0105163_10060261 methyl-coenzyme M reductase alpha subunit
3300007999	assembled Ga0105163_10064983 methyl-coenzyme M reductase alpha subunit
3300007776	assembled Ga0105674_10018072 methyl-coenzyme M reductase alpha subunit
3300007771	assembled Ga0105700_10082981 methyl-coenzyme M reductase alpha subunit
3300008077	assembled Ga0105964_100048933 methyl-coenzyme M reductase alpha subunit
3300007896	assembled Ga0111484_10058004 methyl-coenzyme M reductase alpha subunit
