Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID
3300000477 assembled SL_5KL_010_SEDDRAFT_100057512,SL_5KL_010_SEDDRAFT_100057512,"Methyl coenzyme M reductase, alpha subunit",3300000477,"Alkaline sediment microbial communities from Lake Bitter, Kulunda Steppe, Russia - 5KL_010_SED (*) (MER-FS) (assembled)",1,SL_5KL_010_SEDDRAFT_10005751
3300000494 assembled AAW_1000056186,AAW_1000056186,"Methyl coenzyme M reductase, alpha subunit",3300000494,"Anaerobic digester microbial communities from Northern Denmark, sample from West Aalborg sludge (*) (MER-FS) (assembled)",1,AAW_1000056
3300000504 assembled M940CN_10139661,M940CN_10139661,"Methyl coenzyme M reductase, alpha subunit",3300000504,"Microbial Communities from Little Sippewissett Salt Marsh, Woods Hole, MA that are anoxygenic and photosynthetic, Marine photosynthetic community that grows at 940nm (*) (MER-FS) (assembled)",1,M940CN_1013966
3300000506 assembled Soeholt_10479512,Soeholt_10479512,"Methyl coenzyme M reductase, alpha subunit",3300000506,"Anaerobic digester microbial communities from Northern Denmark, sample from Soeholt sludge (*) (MER-FS) (assembled)",1,Soeholt_1047951
3300000507 assembled Draft_1043972,Draft_1043972,"Methyl coenzyme M reductase, alpha subunit",3300000507,"Coal-degrading lab enrichment microbial communities from Bowden, Alberta, Canada- QSAFCN5 (*) (MER-FS) (assembled)",1,Draft_104397
3300000507 assembled Draft_1055921,Draft_1055921,"Methyl coenzyme M reductase, alpha subunit",3300000507,"Coal-degrading lab enrichment microbial communities from Bowden, Alberta, Canada- QSAFCN5 (*) (MER-FS) (assembled)",1,Draft_105592
3300000507 assembled Draft_1027171,Draft_1027171,"Methyl coenzyme M reductase, alpha subunit",3300000507,"Coal-degrading lab enrichment microbial communities from Bowden, Alberta, Canada- QSAFCN5 (*) (MER-FS) (assembled)",1,Draft_102717
3300000507 assembled Draft_1044062,Draft_1044062,"Methyl coenzyme M reductase, alpha subunit",3300000507,"Coal-degrading lab enrichment microbial communities from Bowden, Alberta, Canada- QSAFCN5 (*) (MER-FS) (assembled)",1,Draft_104406
3300000510 assembled Foulum_100262816,Foulum_100262816,"Methyl coenzyme M reductase, alpha subunit",3300000510,"Anaerobic digester microbial communities from Northern Denmark, sample from Foulum manure (*) (MER-FS) (assembled)",1,Foulum_1002628
3300000533 assembled MflrDRAFT_10004232,MflrDRAFT_10004232,"Methyl coenzyme M reductase, alpha subunit",3300000533,Subarctic soil microbial communities from Stordalen Mire Sweden (*) (MER-FS) (assembled),1,MflrDRAFT_10004
3300000557 assembled SL_8KL_010_SEDDRAFT_1000039918,SL_8KL_010_SEDDRAFT_1000039918,"Methyl coenzyme M reductase, alpha subunit",3300000557,"Alkaline sediment microbial communities from Lake Tanatar, Kulunda Steppe, Russia - 8KL_010_SED (*) (MER-FS) (assembled)",1,SL_8KL_010_SEDDRAFT_10000399
3300000557 assembled SL_8KL_010_SEDDRAFT_100060106,SL_8KL_010_SEDDRAFT_100060106,"Methyl coenzyme M reductase, alpha subunit",3300000557,"Alkaline sediment microbial communities from Lake Tanatar, Kulunda Steppe, Russia - 8KL_010_SED (*) (MER-FS) (assembled)",1,SL_8KL_010_SEDDRAFT_10006010
3300000558 assembled Draft_100083231,Draft_100083231,"Methyl coenzyme M reductase, alpha subunit",3300000558,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - West In Pit SyncrudeMLSB2011 (*) (MER-FS) (assembled)",1,Draft_10008323
3300000558 assembled Draft_100127311,Draft_100127311,"Methyl coenzyme M reductase, alpha subunit",3300000558,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - West In Pit SyncrudeMLSB2011 (*) (MER-FS) (assembled)",1,Draft_10012731
3300000558 assembled Draft_100063331,Draft_100063331,"Methyl coenzyme M reductase, alpha subunit",3300000558,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - West In Pit SyncrudeMLSB2011 (*) (MER-FS) (assembled)",1,Draft_10006333
3300000558 assembled Draft_100495592,Draft_100495592,"Methyl coenzyme M reductase, alpha subunit",3300000558,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - West In Pit SyncrudeMLSB2011 (*) (MER-FS) (assembled)",1,Draft_10049559
3300000563 assembled SL_3KL_010_SEDDRAFT_100918521,SL_3KL_010_SEDDRAFT_100918521,"Methyl coenzyme M reductase, alpha subunit",3300000563,"Alkaline sediment microbial communities from Cock Soda Lake, Kulunda Steppe, Russia - 3KL_010_SED (*) (MER-FS) (assembled)",1,SL_3KL_010_SEDDRAFT_10091852
3300000563 assembled SL_3KL_010_SEDDRAFT_101093642,SL_3KL_010_SEDDRAFT_101093642,"Methyl coenzyme M reductase, alpha subunit",3300000563,"Alkaline sediment microbial communities from Cock Soda Lake, Kulunda Steppe, Russia - 3KL_010_SED (*) (MER-FS) (assembled)",1,SL_3KL_010_SEDDRAFT_10109364
3300000563 assembled SL_3KL_010_SEDDRAFT_101089502,SL_3KL_010_SEDDRAFT_101089502,"Methyl coenzyme M reductase, alpha subunit",3300000563,"Alkaline sediment microbial communities from Cock Soda Lake, Kulunda Steppe, Russia - 3KL_010_SED (*) (MER-FS) (assembled)",1,SL_3KL_010_SEDDRAFT_10108950
3300000568 assembled Draft_100843474,Draft_100843474,"Methyl coenzyme M reductase, alpha subunit",3300000568,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC: (*) (MER-FS) (assembled),1,Draft_10084347
3300000568 assembled Draft_100843382,Draft_100843382,"Methyl coenzyme M reductase, alpha subunit",3300000568,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC: (*) (MER-FS) (assembled),1,Draft_10084338
3300000568 assembled Draft_100267785,Draft_100267785,"Methyl coenzyme M reductase, alpha subunit",3300000568,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC: (*) (MER-FS) (assembled),1,Draft_10026778
3300000568 assembled Draft_100828341,Draft_100828341,"Methyl coenzyme M reductase, alpha subunit",3300000568,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC: (*) (MER-FS) (assembled),1,Draft_10082834
3300000568 assembled Draft_100041661,Draft_100041661,"Methyl coenzyme M reductase, alpha subunit",3300000568,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC: (*) (MER-FS) (assembled),1,Draft_10004166
3300000568 assembled Draft_1001457732,Draft_1001457732,"Methyl coenzyme M reductase, alpha subunit",3300000568,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC: (*) (MER-FS) (assembled),1,Draft_10014577
3300000568 assembled Draft_107655974,Draft_107655974,"Methyl coenzyme M reductase, alpha subunit",3300000568,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC: (*) (MER-FS) (assembled),1,Draft_10765597
3300000568 assembled Draft_1001457813,Draft_1001457813,"Methyl coenzyme M reductase, alpha subunit",3300000568,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC: (*) (MER-FS) (assembled),1,Draft_10014578
3300000594 assembled Draft_103652,Draft_103652,"Methyl coenzyme M reductase, alpha subunit",3300000594,"Coal bed microbial communities from San Jean Basin, New Mexico, USA - CG19 (*) (MER-FS) (assembled)",1,Draft_10365
3300000838 assembled JGI996J12353_100009311,JGI996J12353_100009311,"Methyl coenzyme M reductase, alpha subunit",3300000838,Passalidae beetle gut microbial communities from Costa Rica -Larvae (5ML+5BL) v2 (version 2) (*) (MER-FS) (assembled),1,JGI996J12353_1000093
3300000838 assembled JGI996J12353_10007254,JGI996J12353_10007254,"Methyl coenzyme M reductase, alpha subunit",3300000838,Passalidae beetle gut microbial communities from Costa Rica -Larvae (5ML+5BL) v2 (version 2) (*) (MER-FS) (assembled),1,JGI996J12353_1000725
3300000840 assembled WSSedA1B2DRAFT_10013881,WSSedA1B2DRAFT_10013881,"Methyl coenzyme M reductase, alpha subunit",3300000840,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site A1 Bulk v6 (version 6) (*) (MER-FS) (assembled)",1,WSSedA1B2DRAFT_1001388
3300000866 assembled JzSedJan11_10049419,JzSedJan11_10049419,"Methyl coenzyme M reductase, alpha subunit",3300000866,"Hot spring sediment from Jinze in Tengchong, China (*) (MER-FS) (assembled)",1,JzSedJan11_1004941
3300000866 assembled JzSedJan11_10210431,JzSedJan11_10210431,"Methyl coenzyme M reductase, alpha subunit",3300000866,"Hot spring sediment from Jinze in Tengchong, China (*) (MER-FS) (assembled)",1,JzSedJan11_1021043
3300001095 assembled JGI12104J13512_100025940,JGI12104J13512_100025940,"Methyl coenzyme M reductase, alpha subunit",3300001095,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm (*) (MER-FS) (assembled),1,JGI12104J13512_1000259
3300001095 assembled JGI12104J13512_10099972,JGI12104J13512_10099972,"Methyl coenzyme M reductase, alpha subunit",3300001095,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm (*) (MER-FS) (assembled),1,JGI12104J13512_1009997
3300001095 assembled JGI12104J13512_100050523,JGI12104J13512_100050523,"Methyl coenzyme M reductase, alpha subunit",3300001095,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm (*) (MER-FS) (assembled),1,JGI12104J13512_1000505
3300001095 assembled JGI12104J13512_100025716,JGI12104J13512_100025716,"Methyl coenzyme M reductase, alpha subunit",3300001095,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm (*) (MER-FS) (assembled),1,JGI12104J13512_1000257
3300001095 assembled JGI12104J13512_10011587,JGI12104J13512_10011587,"Methyl coenzyme M reductase, alpha subunit",3300001095,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm (*) (MER-FS) (assembled),1,JGI12104J13512_1001158
3300001095 assembled JGI12104J13512_100036932,JGI12104J13512_100036932,"Methyl coenzyme M reductase, alpha subunit",3300001095,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm (*) (MER-FS) (assembled),1,JGI12104J13512_1000369
3300001095 assembled JGI12104J13512_100277412,JGI12104J13512_100277412,"Methyl coenzyme M reductase, alpha subunit",3300001095,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm (*) (MER-FS) (assembled),1,JGI12104J13512_1002774
3300001095 assembled JGI12104J13512_10104552,JGI12104J13512_10104552,"Methyl coenzyme M reductase, alpha subunit",3300001095,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm (*) (MER-FS) (assembled),1,JGI12104J13512_1010455
3300001095 assembled JGI12104J13512_10023592,JGI12104J13512_10023592,"Methyl coenzyme M reductase, alpha subunit",3300001095,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm (*) (MER-FS) (assembled),1,JGI12104J13512_1002359
3300001096 assembled JGI11944J13513_10055966,JGI11944J13513_10055966,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),1,JGI11944J13513_1005596
3300001096 assembled JGI11944J13513_10046177,JGI11944J13513_10046177,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),1,JGI11944J13513_1004617
3300001096 assembled JGI11944J13513_100030744,JGI11944J13513_100030744,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),1,JGI11944J13513_1000307
3300001096 assembled JGI11944J13513_1000033137,JGI11944J13513_1000033137,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),1,JGI11944J13513_1000033
3300001096 assembled JGI11944J13513_10015663,JGI11944J13513_10015663,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),1,JGI11944J13513_1001566
3300001096 assembled JGI11944J13513_100101725,JGI11944J13513_100101725,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),1,JGI11944J13513_1001017
3300001096 assembled JGI11944J13513_10006805,JGI11944J13513_10006805,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),1,JGI11944J13513_1000680
3300001096 assembled JGI11944J13513_100058422,JGI11944J13513_100058422,"Methyl coenzyme M reductase, alpha subunit",3300001096,Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge (*) (MER-FS) (assembled),1,JGI11944J13513_1000584
3300001148 assembled More10kbN_10002012,More10kbN_10002012,"Methyl coenzyme M reductase, alpha subunit",3300001148,Rec.More10kb (*) (MER-FS) (assembled),1,More10kbN_1000201
3300001298 assembled Bac131567_10688117,Bac131567_10688117,"Methyl coenzyme M reductase, alpha subunit",3300001298,"Permafrost soil microbial communities from Miers Valley, Antarctica - Ant1 (*) (MER-FS) (assembled)",1,Bac131567_1068811
3300001345 assembled JGI20171J14444_10034195,JGI20171J14444_10034195,"Methyl coenzyme M reductase, alpha subunit",3300001345,"Nasutitermes corniger P4 segment gut microbial community from laboratory colony in Florida, USA - Nc150 P4 (*) (MER-FS) (assembled)",1,JGI20171J14444_1003419
3300001368 assembled JGI20225J14565_100003512,JGI20225J14565_100003512,"Methyl coenzyme M reductase, alpha subunit",3300001368,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4 (*) (MER-FS) (assembled)",1,JGI20225J14565_1000035
3300001368 assembled JGI20225J14565_10133772,JGI20225J14565_10133772,"Methyl coenzyme M reductase, alpha subunit",3300001368,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4 (*) (MER-FS) (assembled)",1,JGI20225J14565_1013377
3300001389 assembled BDMCk91_10732110,BDMCk91_10732110,"Methyl coenzyme M reductase, alpha subunit",3300001389,"Benzene-degrading bioreactor methanogenic microbial communities from Toronto, Canada - k91 assembly (*) (MER-FS) (assembled)",1,BDMCk91_107321
3300001410 assembled JGI20179J14886_10009751,JGI20179J14886_10009751,"Methyl coenzyme M reductase, alpha subunit",3300001410,"Arctic peat soil microbial communities from Barrow, Alaska - NGEE Surface sample 415-1 deep-072012 (*) (MER-FS) (assembled)",1,JGI20179J14886_1000975
3300001410 assembled JGI20179J14886_10003524,JGI20179J14886_10003524,"Methyl coenzyme M reductase, alpha subunit",3300001410,"Arctic peat soil microbial communities from Barrow, Alaska - NGEE Surface sample 415-1 deep-072012 (*) (MER-FS) (assembled)",1,JGI20179J14886_1000352
3300001410 assembled JGI20179J14886_10001131,JGI20179J14886_10001131,"Methyl coenzyme M reductase, alpha subunit",3300001410,"Arctic peat soil microbial communities from Barrow, Alaska - NGEE Surface sample 415-1 deep-072012 (*) (MER-FS) (assembled)",1,JGI20179J14886_1000113
3300001446 assembled JGI20130J15133_10043473,JGI20130J15133_10043473,"Methyl coenzyme M reductase, alpha subunit",3300001446,"Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS (*) (MER-FS) (assembled)",1,JGI20130J15133_1004347
3300001446 assembled JGI20130J15133_100007736,JGI20130J15133_100007736,"Methyl coenzyme M reductase, alpha subunit",3300001446,"Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS (*) (MER-FS) (assembled)",1,JGI20130J15133_1000077
3300001446 assembled JGI20130J15133_10076653,JGI20130J15133_10076653,"Methyl coenzyme M reductase, alpha subunit",3300001446,"Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS (*) (MER-FS) (assembled)",1,JGI20130J15133_1007665
3300001446 assembled JGI20130J15133_100033938,JGI20130J15133_100033938,"Methyl coenzyme M reductase, alpha subunit",3300001446,"Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS (*) (MER-FS) (assembled)",1,JGI20130J15133_1000339
3300001453 assembled JGI20197J15136_10013162,JGI20197J15136_10013162,"Methyl coenzyme M reductase, alpha subunit",3300001453,"Arctic peat soil microbial communities from Barrow, Alaska - NGEE Surface sample 415-1 deep-092012 (*) (MER-FS) (assembled)",1,JGI20197J15136_1001316
3300001479 assembled rank34_10358642,rank34_10358642,"Methyl coenzyme M reductase, alpha subunit",3300001479,Sheep rumen microbial communities from New Zealand - Rank34_high (*) (MER-FS) (assembled),1,rank34_1035864
3300001480 assembled rank13_100759991,rank13_100759991,"Methyl coenzyme M reductase, alpha subunit",3300001480,Sheep rumen microbial communities from New Zealand - Rank13_low (*) (MER-FS) (assembled),1,rank13_10075999
