,,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,GTDB Domain,GTDB Phylum,GTDB Class,GTDB Order,GTDB Family,GTDB Genus,GTDB Species,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Nitrate Concentration,Oxygen Concentration,pH,Salinity,Genome Size  * assembled,Gene Count  * assembled
54,,*Microbiome,Permanent Draft,"Anaerobic digester microbial communities from Soeholt, Denmark","Anaerobic digester microbial communities from Northern Denmark, sample from Soeholt sludge",Aalborg University,3300000506,Engineered,Wastewater,Nutrient removal,Dissolved organics (anaerobic),Activated sludge,"Anaerobic digester microbial communities from Soeholt, Denmark",,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Engineered,Wastewater,Dissolved organics (anaerobic),Nutrient removal,Activated sludge,Anaerobic digester,,,,,230012003,332092
55,,*Microbiome,Permanent Draft,Hydrocarbon resource environments microbial communities from Canada and USA,"Coal-degrading lab enrichment microbial communities from Bowden, Alberta, Canada- QSAFCN5",McGill University,3300000507,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Hydrocarbon resource environments microbial communities from Canada and USA,,,,,,,,,454 GS FLX,,Complete,Metagenome,Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,Hydrocarbon resource environments,,,,,28712273,40166
56,,*Microbiome,Permanent Draft,"Anaerobic digester microbial communities from Soeholt, Denmark","Anaerobic digester microbial communities from Northern Denmark, sample from Foulum manure",Aalborg University,3300000510,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Anaerobic digester microbial communities from Soeholt, Denmark",,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Anaerobic digester,,,,,165123238,210087
57,,*Microbiome,Permanent Draft,Subarctic soil microbial communities from Stordalen Mire Sweden,Subarctic soil microbial communities from Stordalen Mire Sweden,Australian Centre for Ecogenomics,3300000533,Environmental,Terrestrial,Soil,Wetlands,Permafrost,Subarctic soil microbial communities from Stordalen Mire Sweden,,,,,,,,x20,Ion Torrent PGM,,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Permafrost,Subarctic soil,,,3.7,,2064259,2206
58,,*Microbiome,Permanent Draft,Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils,"Alkaline sediment microbial communities from Lake Tanatar, Kulunda Steppe, Russia - 8KL_010_SED",DOE Joint Genome Institute  (JGI),3300000557,Environmental,Aquatic,Non-marine Saline and Alkaline,Alkaline,Sediment,Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils,,,,,,,,,Illumina HiSeq 2500,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Alkaline,Non-marine Saline and Alkaline,Sediment,Alkaline sediment,,,,,586845807,1214286
59,,*Microbiome,Permanent Draft,Hydrocarbon resource environments microbial communities from Canada and USA,"Wastewater microbial communities from Syncrude, Ft. McMurray, Alberta - West In Pit SyncrudeMLSB2011",McGill University,3300000558,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Hydrocarbon resource environments microbial communities from Canada and USA,,,,,,,,,454 GS FLX Titanium,,Complete,Metagenome,Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,Hydrocarbon resource environments,,,,,1148076561,3021632
60,,*Microbiome,Draft,Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils,"Alkaline sediment microbial communities from Cock Soda Lake, Kulunda Steppe, Russia - 3KL_010_SED",DOE Joint Genome Institute  (JGI),3300000563,Environmental,Aquatic,Non-marine Saline and Alkaline,Alkaline,Sediment,Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils,,,,,,,,,Illumina HiSeq 2000,,In progress,Metagenome,Environmental,Aquatic,Alkaline,Non-marine Saline and Alkaline,Sediment,Alkaline sediment,,,,,1014733126,2206504
61,,*Microbiome,Permanent Draft,Hydrocarbon resource environments microbial communities from Canada and USA,Tailings pond microbial communities from Northern Alberta -Short chain hydrocarbon degrading methanogenic enrichment culture SCADC:,McGill University,3300000568,Engineered,Built environment,Tailings pond,Petrochemical,Wastewater,Hydrocarbon resource environments microbial communities from Canada and USA,,,,,,,,,454 GS FLX Titanium,,Complete,Metagenome,Engineered,Built environment,Petrochemical,Tailings pond,Wastewater,Hydrocarbon resource environments,,,7.26,,646672477,1513645
62,,*Microbiome,Permanent Draft,Hydrocarbon resource environments microbial communities from Canada and USA,"Coal bed microbial communities from San Jean Basin, New Mexico, USA - CG19",McGill University,3300000594,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Hydrocarbon resource environments microbial communities from Canada and USA,,,,,,,,,454 GS FLX Titanium,,Complete,Metagenome,Engineered,Wastewater,Petrochemical,Industrial wastewater,Unclassified,Hydrocarbon resource environments,,,7.07,,2121302,4128
63,,*Microbiome,Draft,Passalidae beetle gut microbial communities from Costa Rica,Passalidae beetle gut microbial communities from Costa Rica -Larvae (5ML+5BL) v2 (version 2),DOE Joint Genome Institute  (JGI),3300000838,Host-associated,Arthropoda: Insects,Larva,Gut,Unclassified,Passalidae beetle gut microbial communities from Costa Rica,,,,,,,,,Illumina HiSeq 2000,,Draft,Metagenome,Host-associated,Arthropoda: Insects,Gut,Larva,Unclassified,Passalidae beetle gut,,,,,77567223,206349
64,,*Microbiome,Draft,Wetland microbial communities from Twitchell Island in the Sacramento Delta,"Wetland microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Feb2011 Site A1 Bulk v6 (version 6)",DOE Joint Genome Institute  (JGI),3300000840,Environmental,Aquatic,Marine,Wetlands,Sediment,Wetland microbial communities from Twitchell Island in the Sacramento Delta,,,,,,,,,Illumina HiSeq 2000,,Draft,Metagenome,Environmental,Aquatic,Wetlands,Marine,Sediment,Wetland,,,,,120209763,331295
65,,*Microbiome,Permanent Draft,"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes","Hot spring sediment from Jinze in Tengchong, China",Stanford University,3300000866,Environmental,Aquatic,Thermal springs,Hot (42-90C),Sediment,"Hot springs sediment microbial communities from Tengchong, China, analyzing PIRE metagenomes",,,,,,,,,Illumina,,Complete,Metagenome,Environmental,Aquatic,Hot (42-90C),Thermal springs,Sediment,Hot springs sediment,,,6.71,,94676878,136697
66,,*Microbiome,Draft,"Wastewater bioreactor microbial communities from Singapore and Univ of Illinois at Urbana, that are terephthalate-degrading",Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Biofilm,DOE Joint Genome Institute  (JGI),3300001095,Engineered,Bioremediation,Terephthalate,Wastewater,Unclassified,"Wastewater bioreactor microbial communities from Singapore and Univ of Illinois at Urbana, that are terephthalate-degrading",,,,,,,,,,,In progress,Metagenome,Engineered,Bioremediation,Wastewater,Terephthalate,Unclassified,Wastewater bioreactor,,,,,217084359,377258
67,,*Microbiome,Draft,"Wastewater bioreactor microbial communities from Singapore and Univ of Illinois at Urbana, that are terephthalate-degrading",Wastewater bioreactor microbial communities from Singapore -Terephthalate degrading community TA Sludge,DOE Joint Genome Institute  (JGI),3300001096,Engineered,Bioremediation,Terephthalate,Wastewater,Unclassified,"Wastewater bioreactor microbial communities from Singapore and Univ of Illinois at Urbana, that are terephthalate-degrading",,,,,,,,,,,In progress,Metagenome,Engineered,Bioremediation,Wastewater,Terephthalate,Unclassified,Wastewater bioreactor,,,,,287381823,501692
68,,*Microbiome,Permanent Draft,"Recombinant microbial communities from the University of Alicante, Spain",Rec.More10kb,454 Life Sciences,3300001148,Engineered,Modeled,Unclassified,Unclassified,Unclassified,"Recombinant microbial communities from the University of Alicante, Spain",,,,,,,,,454,,Complete,Metagenome,Engineered,Modeled,Unclassified,Unclassified,Unclassified,Recombinated,,,,,46797533,46804
69,,*Microbiome,Permanent Draft,"Permafrost soil microbial communities from Miers Valley, Antarctica","Permafrost soil microbial communities from Miers Valley, Antarctica - Ant1",,3300001298,Environmental,Terrestrial,Soil,Unclassified,Permafrost,"Permafrost soil microbial communities from Miers Valley, Antarctica",,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Terrestrial,Unclassified,Soil,Permafrost,Permafrost soil,,,,,53594645,248720
70,,*Microbiome,Permanent Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Nasutitermes corniger P4 segment gut microbial community from laboratory colony in Florida, USA - Nc150 P4",DOE Joint Genome Institute  (JGI),3300001345,Host-associated,Arthropoda: Insects,Digestive system,Gut,Unclassified,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany",,,,,,,,,Illumina HiSeq 2500,Level 1: Standard Draft,Complete,Metagenome,Host-associated,Arthropoda: Insects,Gut,Digestive system,Unclassified,Termite gut,,,,,233172558,678102
71,,*Microbiome,Permanent Draft,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA","Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 4",DOE Joint Genome Institute  (JGI),3300001368,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA",,,,,,,,,Illumina HiSeq 2500-Rapid,Level 3: Improved-High-Quality Draft,Complete,Metagenome,Engineered,Bioreactor,Unclassified,Anaerobic,Unclassified,Bioreactor,,,,,210438320,443928
72,,*Microbiome,Permanent Draft,"Benzene-degrading bioreactor methanogenic microbial communities from Toronto, Canada","Benzene-degrading bioreactor methanogenic microbial communities from Toronto, Canada - k91 assembly",,3300001389,Engineered,Bioremediation,Hydrocarbon,Benzene,Bioreactor,"Benzene-degrading bioreactor methanogenic microbial communities from Toronto, Canada",,,,,,,,,Illumina,,Complete,Metagenome,Engineered,Bioremediation,Benzene,Hydrocarbon,Bioreactor,Benzene-degrading bioreactor methanogenic,,,,,9042418,15380
73,,*Microbiome,Permanent Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil microbial communities from Barrow, Alaska - NGEE Surface sample 415-1 deep-072012",DOE Joint Genome Institute  (JGI),3300001410,Environmental,Terrestrial,Soil,Wetlands,Peat,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA",,,,,,,,,Illumina HiSeq 2500,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,,66545301,186033
74,,*Microbiome,Permanent Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Sulfidic aquatic microbial communities from Washburn Spring, Yellowstone National Park, USA - WS",DOE Joint Genome Institute  (JGI),3300001446,Environmental,Aquatic,Thermal springs,Hot (42-90C),Acidic,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico",,,,,,,,,Illumina HiSeq 2500,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hot (42-90C),Thermal springs,Acidic,Sulfidic aquatic,,,,,287352834,498817
75,,*Microbiome,Permanent Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil microbial communities from Barrow, Alaska - NGEE Surface sample 415-1 deep-092012",DOE Joint Genome Institute  (JGI),3300001453,Environmental,Terrestrial,Soil,Wetlands,Peat,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA",,,,,,,,,Illumina HiSeq 2500,Level 1: Standard Draft,Complete,Metagenome,Environmental,Terrestrial,Wetlands,Soil,Peat,Arctic peat soil,,,,,57862685,142040
76,,*Microbiome,Permanent Draft,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,Sheep rumen microbial communities from New Zealand - Rank34_high,DOE Joint Genome Institute  (JGI),3300001479,Host-associated,Mammals,Digestive system,Stomach,Rumen,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,,263850307,555478
77,,*Microbiome,Permanent Draft,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,Sheep rumen microbial communities from New Zealand - Rank13_low,DOE Joint Genome Institute  (JGI),3300001480,Host-associated,Mammals,Digestive system,Stomach,Rumen,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,,320108887,665583
78,,*Microbiome,Permanent Draft,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,Sheep rumen microbial communities from New Zealand - Rank01_low,DOE Joint Genome Institute  (JGI),3300001481,Host-associated,Mammals,Digestive system,Stomach,Rumen,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,,365075575,727706
79,,*Microbiome,Permanent Draft,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,Sheep rumen microbial communities from New Zealand - Rank07_low,DOE Joint Genome Institute  (JGI),3300001482,Host-associated,Mammals,Digestive system,Stomach,Rumen,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,,401621835,774648
80,,*Microbiome,Permanent Draft,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,Sheep rumen microbial communities from New Zealand - Rank05_low,DOE Joint Genome Institute  (JGI),3300001483,Host-associated,Mammals,Digestive system,Stomach,Rumen,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,,416101257,875982
81,,*Microbiome,Permanent Draft,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,Sheep rumen microbial communities from New Zealand - Rank08_low,DOE Joint Genome Institute  (JGI),3300001485,Host-associated,Mammals,Digestive system,Stomach,Rumen,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,,452572733,958504
82,,*Microbiome,Permanent Draft,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,Sheep rumen microbial communities from New Zealand - Rank04_low,DOE Joint Genome Institute  (JGI),3300001486,Host-associated,Mammals,Digestive system,Stomach,Rumen,Sheep rumen microbial communities from New Zealand from high and low methane emitting sheep,,,,,,,,,Illumina HiSeq 2000,,Complete,Metagenome,Host-associated,Mammals,Stomach,Digestive system,Rumen,Sheep rumen,,,,,475564825,977896
